x,y,z,x_sym,y_sym,z_sym
692200,275853,160000,689132,265504,193545
692200,275853,180000,685568,264617,212336
692200,275853,200000,681582,264189,230383
692200,275853,220000,676591,261775,240768
692200,295853,140000,690753,283102,172413
692200,295853,160000,688326,282866,191637
692200,295853,180000,684247,283061,210344
692200,295853,200000,681399,283837,231713
692200,295853,220000,676515,282343,249854
692200,315853,140000,691652,300111,173852
692200,315853,160000,688784,299955,191989
692200,315853,180000,685026,300396,210642
692200,315853,200000,682351,302887,231743
692200,335853,140000,692531,317817,173025
692200,335853,160000,689821,318031,192870
692200,335853,180000,685932,318662,211409
692200,335853,200000,682816,321274,232230
692200,355853,140000,693059,336357,173570
692200,355853,160000,690405,336957,192515
692200,355853,180000,686779,335598,212076
712200,135853,120000,698802,122781,150640
712200,135853,140000,698145,123258,168512
712200,135853,160000,695766,123834,187543
712200,155853,120000,701405,142409,151125
712200,155853,140000,700339,142477,169339
712200,155853,160000,698406,143142,188754
712200,175853,140000,703324,162797,170389
712200,195853,160000,706828,182144,189207
712200,195853,180000,703315,184106,209799
712200,195853,200000,701182,186055,229371
712200,195853,220000,698362,185473,248399
712200,215853,80000,710565,199110,119036
712200,215853,100000,710668,200879,137253
712200,215853,120000,707787,203245,154810
712200,215853,160000,709949,203168,194472
712200,215853,180000,705739,203445,214353
712200,215853,200000,703584,203332,234240
712200,215853,220000,700638,202986,253460
712200,235853,80000,711428,220146,119439
712200,235853,100000,710572,222194,137459
712200,235853,120000,708270,223229,153745
712200,235853,140000,710722,223696,174417
712200,235853,160000,709869,224261,195382
712200,235853,180000,705868,223016,216449
712200,235853,200000,703812,222900,235479
712200,235853,220000,699257,222035,249361
712200,255853,120000,710341,240590,153160
712200,255853,140000,712538,243076,177737
712200,255853,160000,710538,242944,197040
712200,255853,180000,706803,243399,214178
712200,255853,200000,703781,243637,234138
712200,255853,220000,698991,242182,249377
712200,275853,120000,713874,261610,154160
712200,275853,140000,712230,263162,175651
712200,275853,160000,710226,263324,196777
712200,275853,180000,706118,263118,214247
712200,275853,200000,703106,263442,234209
712200,275853,220000,699559,263028,253829
712200,295853,100000,717423,281728,135440
712200,295853,120000,713780,281344,153051
712200,295853,140000,712366,282309,173476
712200,295853,160000,709640,282737,195308
712200,295853,180000,705783,282740,214550
712200,295853,200000,702544,283291,235556
712200,295853,220000,699917,283373,256023
712200,315853,100000,716272,300630,135317
712200,315853,120000,714053,300099,153703
712200,315853,140000,711319,300173,173289
712200,315853,160000,709006,300923,194862
712200,315853,180000,705377,301107,214070
712200,315853,200000,702601,302269,235911
712200,335853,100000,714936,318839,135691
712200,335853,120000,713128,317622,155101
712200,335853,140000,710684,317489,174969
712200,335853,160000,708949,318660,194120
712200,335853,180000,705097,319022,214908
712200,335853,200000,702700,320201,234480
712200,355853,120000,713427,336403,155638
712200,355853,140000,710585,334666,176592
712200,355853,160000,708506,336800,194534
712200,355853,180000,704934,336461,214668
712200,375853,140000,713150,355326,174007
712200,375853,160000,709333,355905,193471
712200,375853,180000,705893,354521,213669
732200,155853,140000,722374,140387,172487
732200,195853,120000,730684,182180,156815
732200,195853,140000,731890,182115,175189
732200,195853,160000,731601,180630,193317
732200,195853,180000,725774,180981,215600
732200,195853,200000,720652,181435,238542
732200,195853,220000,717148,181514,255349
732200,215853,120000,730547,201571,157041
732200,215853,140000,733247,201339,176298
732200,215853,160000,731489,200616,196901
732200,215853,180000,724813,201215,213346
732200,215853,200000,722701,200694,236400
732200,215853,220000,718903,199028,258219
732200,235853,100000,732406,220825,137950
732200,235853,120000,732703,221107,157374
732200,235853,140000,734422,221289,177139
732200,235853,160000,732359,221910,198387
732200,235853,180000,727773,221806,215659
732200,235853,200000,724396,221169,237182
732200,235853,220000,720192,220594,255122
732200,255853,100000,733698,240720,136722
732200,255853,120000,733119,240533,157379
732200,255853,140000,733352,240669,178782
732200,255853,160000,733277,241569,199853
732200,255853,180000,729139,241462,216514
732200,255853,200000,724333,241476,237920
732200,255853,220000,720755,241165,256355
732200,275853,100000,734070,260086,135536
732200,275853,120000,733390,260279,156827
732200,275853,140000,733257,261032,176699
732200,275853,160000,731276,261597,197458
732200,275853,180000,728353,261819,217121
732200,275853,200000,724364,261991,237500
732200,275853,220000,720919,261733,257393
732200,295853,100000,733931,279932,136129
732200,295853,120000,733314,279790,155354
732200,295853,140000,731942,281118,175155
732200,295853,160000,729915,281468,196956
732200,295853,200000,723804,282282,238050
732200,315853,100000,732707,299996,135803
732200,315853,120000,732175,299580,154892
732200,315853,140000,730807,299410,176804
732200,315853,160000,730578,302061,196068
732200,315853,200000,723620,301106,236502
732200,335853,100000,732244,318998,134346
732200,335853,120000,730555,317445,156165
732200,335853,140000,728326,316452,178733
732200,335853,160000,727625,318625,196705
732200,335853,200000,722946,319066,237257
732200,355853,120000,731338,337046,154956
732200,355853,140000,727981,335110,176671
732200,355853,160000,726186,335513,197415
732200,355853,180000,723876,336125,217552
732200,375853,140000,730509,357946,174295
732200,375853,160000,728650,357652,194156
732200,375853,180000,725180,355569,215741
752200,175853,140000,746191,158979,176427
752200,175853,160000,743887,161482,197775
752200,175853,180000,734440,167271,223148
752200,175853,200000,734385,166470,238401
752200,195853,120000,748407,179641,158584
752200,195853,140000,749998,179021,176879
752200,195853,160000,749227,178326,196341
752200,195853,180000,744761,179678,218207
752200,195853,220000,734444,182384,253272
752200,215853,120000,749888,198808,158160
752200,215853,140000,751398,197944,178231
752200,215853,160000,750614,198060,198215
752200,215853,180000,747121,198730,217836
752200,215853,200000,742224,200199,236091
752200,215853,220000,738029,199741,253562
752200,235853,100000,750162,218827,138129
752200,235853,120000,751503,218812,158707
752200,235853,140000,752472,218826,179643
752200,235853,160000,752536,218632,198838
752200,235853,180000,748604,219251,218351
752200,235853,200000,743737,219307,238298
752200,235853,220000,739338,218825,256047
752200,255853,100000,751149,239127,137349
752200,255853,120000,752468,238969,157580
752200,255853,140000,752826,239351,179610
752200,255853,160000,751820,239921,198996
752200,255853,200000,744622,239201,237753
752200,255853,220000,740047,238973,257268
752200,275853,100000,751834,258674,135988
752200,275853,120000,752529,259538,157550
752200,275853,140000,752262,260004,179961
752200,275853,160000,752825,260566,197667
752200,275853,200000,744932,259847,238086
752200,275853,220000,741052,259665,257069
752200,295853,100000,751827,278580,135372
752200,295853,120000,752070,279172,156022
752200,295853,140000,751354,279623,177974
752200,295853,160000,750873,280707,197468
752200,295853,200000,744799,280324,240804
752200,295853,220000,742533,280569,257286
752200,315853,100000,751358,299660,133837
752200,315853,120000,750048,299083,157036
752200,315853,140000,748373,297927,180246
752200,315853,160000,747922,299072,198810
752200,315853,200000,744500,300047,239511
752200,335853,120000,749496,318963,154908
752200,335853,140000,746351,315627,181404
752200,335853,160000,746559,317040,199982
752200,335853,180000,744295,316614,220354
752200,335853,200000,744268,319067,238243
752200,355853,120000,749905,337546,155915
752200,355853,140000,750246,340100,172207
752200,355853,160000,747341,338332,196051
752200,355853,180000,744635,336352,218477
752200,355853,200000,743351,336967,237480
752200,375853,140000,749404,358896,176238
752200,375853,160000,747601,357918,196327
752200,375853,180000,746082,357411,216161
752200,375853,200000,743757,356745,236574
752200,395853,180000,744943,372690,216319
772200,175853,140000,763953,153607,178471
772200,175853,160000,761569,154885,200824
772200,175853,180000,755930,164075,224857
772200,175853,200000,751387,168158,243088
772200,195853,140000,767793,173690,177187
772200,195853,160000,768589,172075,193903
772200,195853,180000,763678,175440,216919
772200,195853,200000,754520,185090,239288
772200,195853,220000,752242,183129,254958
772200,215853,120000,768662,195159,157812
772200,215853,160000,772977,190877,189065
772200,215853,180000,766768,195092,215273
772200,215853,200000,762359,196910,234085
772200,215853,220000,755977,198835,256547
772200,235853,120000,769753,216172,157728
772200,235853,140000,771142,215052,177107
772200,235853,160000,770283,214844,196282
772200,235853,180000,766108,216054,218032
772200,235853,200000,763057,216630,234603
772200,235853,220000,757299,217214,255619
772200,255853,100000,769558,237304,137673
772200,255853,120000,771012,237036,157005
772200,255853,140000,771676,237382,177791
772200,255853,160000,770623,237265,198519
772200,255853,180000,766782,236936,219357
772200,255853,200000,763829,236945,237232
772200,255853,220000,758926,236914,256625
772200,275853,100000,770387,257828,135679
772200,275853,120000,770635,257474,157396
772200,275853,140000,771419,258888,177551
772200,275853,160000,768865,257832,199424
772200,275853,180000,766597,257517,220517
772200,275853,200000,765926,257689,238202
772200,275853,220000,763104,257661,258141
772200,295853,100000,771123,278469,133901
772200,295853,120000,771163,278789,154707
772200,295853,140000,769273,277981,180005
772200,295853,160000,769319,277744,199161
772200,295853,180000,766375,277537,221391
772200,295853,200000,766496,278879,239597
772200,295853,220000,765627,279936,260904
772200,315853,120000,769967,300035,155011
772200,315853,140000,766573,296657,182424
772200,315853,160000,767996,298239,199379
772200,315853,180000,766195,298084,220011
772200,315853,200000,765966,299111,239754
772200,335853,120000,769981,319508,155055
772200,335853,140000,770713,321197,171711
772200,335853,160000,767498,318800,196734
772200,335853,180000,765752,317679,218562
772200,335853,200000,764087,317232,239333
772200,335853,220000,764607,319905,258949
772200,355853,140000,769802,339529,175623
772200,355853,160000,768648,340182,195607
772200,355853,180000,763395,335189,219639
772200,355853,200000,763066,336133,239214
772200,375853,160000,767341,358177,198223
772200,375853,180000,765076,355063,218180
772200,375853,200000,763685,355865,237543
792200,175853,180000,776296,154881,225976
792200,175853,200000,772742,162923,241979
792200,195853,160000,785929,169998,199706
792200,195853,180000,782409,171817,220492
792200,195853,200000,775343,177143,244213
792200,195853,220000,772009,178331,260137
792200,215853,140000,790273,190420,176205
792200,215853,160000,790510,190566,195353
792200,215853,180000,790470,189226,209699
792200,215853,200000,780689,193963,237277
792200,215853,220000,772682,198648,254043
792200,235853,120000,789672,213096,158951
792200,235853,140000,792365,211410,174355
792200,235853,160000,793361,210971,191034
792200,235853,180000,791632,211143,208902
792200,235853,200000,781402,213775,235513
792200,235853,220000,769249,217768,256511
792200,255853,120000,790125,234861,158505
792200,255853,140000,790883,235003,175987
792200,255853,160000,794452,233264,188975
792200,255853,180000,790283,233941,213162
792200,255853,200000,783304,234617,236836
792200,255853,220000,770909,236056,259483
792200,275853,120000,791044,255663,158077
792200,275853,140000,791485,256519,175372
792200,275853,160000,796688,257603,186067
792200,275853,180000,790435,256218,215858
792200,275853,200000,786348,255089,238710
792200,275853,220000,783433,256052,255950
792200,295853,120000,791139,277468,155650
792200,295853,140000,793082,278666,171901
792200,295853,160000,797192,280357,185764
792200,295853,180000,795646,280619,210443
792200,295853,200000,788571,277832,237667
792200,295853,220000,786478,277832,258218
792200,315853,120000,791245,298796,154619
792200,315853,140000,793173,301286,170909
792200,315853,160000,793228,301149,190327
792200,315853,180000,793217,301896,212685
792200,315853,200000,789690,300433,237499
792200,315853,220000,786364,299028,259909
792200,335853,140000,791184,320289,174829
792200,335853,160000,790917,320630,193930
792200,335853,180000,789120,319979,216561
792200,335853,200000,784885,317245,239655
792200,335853,220000,784193,318198,260666
792200,355853,140000,790076,339380,178582
792200,355853,160000,789077,339119,198657
792200,355853,180000,785614,336204,219520
792200,355853,200000,783220,335509,239382
792200,375853,180000,784108,354089,220185
792200,375853,200000,783553,355784,240059
812200,175853,200000,793093,155903,245521
812200,195853,180000,802795,168753,224767
812200,195853,200000,796415,174624,243035
812200,195853,220000,793158,175497,261103
812200,215853,160000,809859,187821,199361
812200,215853,180000,805272,190014,221460
812200,215853,200000,800910,192546,236746
812200,215853,220000,795070,193470,259085
812200,235853,140000,812568,209108,177377
812200,235853,160000,811709,209620,198249
812200,235853,180000,808610,211022,217147
812200,235853,200000,801818,212483,236147
812200,235853,220000,786533,215022,261621
812200,255853,140000,814315,231194,177957
812200,255853,160000,813270,231878,198438
812200,255853,180000,813152,231932,215775
812200,255853,200000,803280,233121,238310
812200,255853,220000,785532,234028,258816
812200,275853,140000,814701,253592,177951
812200,275853,160000,814307,254057,198193
812200,275853,180000,814995,254114,217891
812200,275853,200000,811958,254461,237679
812200,275853,220000,797488,253049,261541
812200,295853,140000,815925,276278,176078
812200,295853,160000,813382,275483,197895
812200,295853,180000,812464,276279,217277
812200,295853,200000,813399,278073,238463
812200,295853,220000,802998,274943,265446
812200,315853,140000,815024,298456,175528
812200,315853,160000,812062,297094,197753
812200,315853,180000,809582,296759,218189
812200,315853,200000,811042,299097,237610
812200,315853,220000,806408,297480,260580
812200,335853,160000,811533,318321,197568
812200,335853,180000,807631,316141,218999
812200,335853,200000,806630,316591,237318
812200,335853,220000,803709,315994,259788
812200,355853,180000,805491,334933,220277
812200,355853,200000,803423,334621,238918
832200,215853,180000,826288,187897,222937
832200,215853,200000,820895,190385,240920
832200,215853,220000,812088,193794,258090
832200,235853,180000,829155,208652,221572
832200,235853,200000,822832,210688,239082
832200,235853,220000,812520,213292,254942
832200,255853,160000,835221,229122,202730
832200,255853,180000,829226,230485,225830
832200,255853,200000,823829,231068,243472
832200,255853,220000,810079,232414,259124
832200,275853,160000,836541,250755,203419
832200,275853,180000,830817,250435,231778
832200,275853,200000,826598,250853,252247
832200,275853,220000,810771,250473,263836
832200,295853,160000,836597,273741,201891
832200,295853,180000,830475,271930,225464
832200,295853,200000,827047,272758,244815
832200,295853,220000,816366,271279,262884
832200,315853,160000,835838,296064,199924
832200,315853,180000,828938,292869,222139
832200,315853,200000,826542,293342,241303
832200,315853,220000,822499,293152,261896
832200,335853,180000,827161,313710,222264
832200,335853,200000,824875,313328,241955
852200,235853,200000,841230,209832,244560
852200,255853,200000,843370,229638,247063
852200,295853,200000,844798,270701,249095
212200,195853,220000,212200,195853,220000
212200,195853,240000,212200,195853,240000
212200,215853,200000,212200,215853,200000
212200,215853,220000,212200,215853,220000
212200,215853,240000,212200,215853,240000
212200,235853,200000,212200,235853,200000
212200,235853,220000,212200,235853,220000
212200,235853,240000,212200,235853,240000
212200,235853,260000,212200,235853,260000
212200,255853,180000,212200,255853,180000
212200,255853,200000,212200,255853,200000
212200,255853,220000,212200,255853,220000
212200,255853,240000,212200,255853,240000
212200,255853,260000,212200,255853,260000
212200,275853,180000,212200,275853,180000
212200,275853,200000,212200,275853,200000
212200,275853,220000,212200,275853,220000
212200,275853,240000,212200,275853,240000
212200,275853,260000,212200,275853,260000
212200,295853,200000,212200,295853,200000
212200,295853,220000,212200,295853,220000
212200,295853,240000,212200,295853,240000
232200,175853,220000,232200,175853,220000
232200,175853,240000,232200,175853,240000
232200,195853,200000,232200,195853,200000
232200,195853,220000,232200,195853,220000
232200,195853,240000,232200,195853,240000
232200,215853,180000,232200,215853,180000
232200,215853,200000,232200,215853,200000
232200,215853,220000,232200,215853,220000
232200,215853,240000,232200,215853,240000
232200,215853,260000,232200,215853,260000
232200,235853,180000,232200,235853,180000
232200,235853,200000,232200,235853,200000
232200,235853,220000,232200,235853,220000
232200,235853,240000,232200,235853,240000
232200,235853,260000,232200,235853,260000
232200,255853,180000,232200,255853,180000
232200,255853,200000,232200,255853,200000
232200,255853,220000,232200,255853,220000
232200,255853,240000,232200,255853,240000
232200,255853,260000,232200,255853,260000
232200,275853,180000,232200,275853,180000
232200,275853,200000,232200,275853,200000
232200,275853,220000,232200,275853,220000
232200,275853,240000,232200,275853,240000
232200,275853,260000,232200,275853,260000
232200,295853,180000,232200,295853,180000
232200,295853,200000,232200,295853,200000
232200,295853,220000,232200,295853,220000
232200,295853,240000,232200,295853,240000
232200,295853,260000,232200,295853,260000
232200,315853,180000,232200,315853,180000
232200,315853,200000,232200,315853,200000
232200,315853,220000,232200,315853,220000
232200,315853,240000,232200,315853,240000
232200,315853,260000,232200,315853,260000
232200,335853,220000,232200,335853,220000
232200,335853,240000,232200,335853,240000
252200,155853,220000,252200,155853,220000
252200,175853,180000,252200,175853,180000
252200,175853,200000,252200,175853,200000
252200,175853,220000,252200,175853,220000
252200,175853,240000,252200,175853,240000
252200,195853,180000,252200,195853,180000
252200,195853,200000,252200,195853,200000
252200,195853,220000,252200,195853,220000
252200,195853,240000,252200,195853,240000
252200,215853,160000,252200,215853,160000
252200,215853,180000,252200,215853,180000
252200,215853,200000,252200,215853,200000
252200,215853,220000,252200,215853,220000
252200,215853,240000,252200,215853,240000
252200,215853,260000,252200,215853,260000
252200,235853,160000,252200,235853,160000
252200,235853,180000,252200,235853,180000
252200,235853,200000,252200,235853,200000
252200,235853,220000,252200,235853,220000
252200,235853,240000,252200,235853,240000
252200,235853,260000,252200,235853,260000
252200,255853,160000,252200,255853,160000
252200,255853,180000,252200,255853,180000
252200,255853,200000,252200,255853,200000
252200,255853,220000,252200,255853,220000
252200,255853,240000,252200,255853,240000
252200,255853,260000,252200,255853,260000
252200,275853,160000,252200,275853,160000
252200,275853,180000,252200,275853,180000
252200,275853,200000,252200,275853,200000
252200,275853,220000,252200,275853,220000
252200,275853,240000,252200,275853,240000
252200,275853,260000,252200,275853,260000
252200,295853,160000,252200,295853,160000
252200,295853,180000,252200,295853,180000
252200,295853,200000,252200,295853,200000
252200,295853,220000,252200,295853,220000
252200,295853,240000,252200,295853,240000
252200,295853,260000,252200,295853,260000
252200,315853,160000,252200,315853,160000
252200,315853,180000,252200,315853,180000
252200,315853,200000,252200,315853,200000
252200,315853,220000,252200,315853,220000
252200,315853,240000,252200,315853,240000
252200,315853,260000,252200,315853,260000
252200,335853,180000,252200,335853,180000
252200,335853,200000,252200,335853,200000
252200,335853,220000,252200,335853,220000
252200,335853,240000,252200,335853,240000
252200,355853,240000,252200,355853,240000
272200,155853,200000,272200,155853,200000
272200,155853,220000,272200,155853,220000
272200,175853,180000,272200,175853,180000
272200,175853,200000,272200,175853,200000
272200,175853,220000,272200,175853,220000
272200,175853,240000,272200,175853,240000
272200,195853,160000,272200,195853,160000
272200,195853,180000,272200,195853,180000
272200,195853,200000,272200,195853,200000
272200,195853,220000,272200,195853,220000
272200,195853,240000,272200,195853,240000
272200,215853,160000,272200,215853,160000
272200,215853,180000,272200,215853,180000
272200,215853,200000,272200,215853,200000
272200,215853,220000,272200,215853,220000
272200,215853,240000,272200,215853,240000
272200,215853,260000,272200,215853,260000
272200,235853,140000,272200,235853,140000
272200,235853,160000,272200,235853,160000
272200,235853,180000,272200,235853,180000
272200,235853,200000,272200,235853,200000
272200,235853,220000,272200,235853,220000
272200,235853,240000,272200,235853,240000
272200,235853,260000,272200,235853,260000
272200,255853,140000,272200,255853,140000
272200,255853,160000,272200,255853,160000
272200,255853,180000,272200,255853,180000
272200,255853,200000,272200,255853,200000
272200,255853,220000,272200,255853,220000
272200,255853,240000,272200,255853,240000
272200,255853,260000,272200,255853,260000
272200,275853,140000,272200,275853,140000
272200,275853,160000,272200,275853,160000
272200,275853,180000,272200,275853,180000
272200,275853,200000,272200,275853,200000
272200,275853,220000,272200,275853,220000
272200,275853,240000,272200,275853,240000
272200,275853,260000,272200,275853,260000
272200,295853,140000,272200,295853,140000
272200,295853,160000,272200,295853,160000
272200,295853,180000,272200,295853,180000
272200,295853,200000,272200,295853,200000
272200,295853,220000,272200,295853,220000
272200,295853,240000,272200,295853,240000
272200,295853,260000,272200,295853,260000
272200,315853,160000,272200,315853,160000
272200,315853,180000,272200,315853,180000
272200,315853,200000,272200,315853,200000
272200,315853,220000,272200,315853,220000
272200,315853,240000,272200,315853,240000
272200,315853,260000,272200,315853,260000
272200,335853,160000,272200,335853,160000
272200,335853,180000,272200,335853,180000
272200,335853,200000,272200,335853,200000
272200,335853,220000,272200,335853,220000
272200,335853,240000,272200,335853,240000
272200,335853,260000,272200,335853,260000
272200,355853,200000,272200,355853,200000
272200,355853,220000,272200,355853,220000
272200,355853,240000,272200,355853,240000
292200,155853,180000,292200,155853,180000
292200,155853,200000,292200,155853,200000
292200,175853,160000,292200,175853,160000
292200,175853,180000,292200,175853,180000
292200,175853,200000,292200,175853,200000
292200,175853,220000,292200,175853,220000
292200,195853,160000,292200,195853,160000
292200,195853,180000,292200,195853,180000
292200,195853,200000,292200,195853,200000
292200,195853,220000,292200,195853,220000
292200,195853,240000,292200,195853,240000
292200,215853,140000,292200,215853,140000
292200,215853,160000,292200,215853,160000
292200,215853,180000,292200,215853,180000
292200,215853,200000,292200,215853,200000
292200,215853,240000,292200,215853,240000
292200,215853,260000,292200,215853,260000
292200,235853,140000,292200,235853,140000
292200,235853,160000,292200,235853,160000
292200,235853,180000,292200,235853,180000
292200,235853,200000,292200,235853,200000
292200,235853,240000,292200,235853,240000
292200,235853,260000,292200,235853,260000
292200,255853,140000,292200,255853,140000
292200,255853,160000,292200,255853,160000
292200,255853,180000,292200,255853,180000
292200,255853,200000,292200,255853,200000
292200,255853,240000,292200,255853,240000
292200,255853,260000,292200,255853,260000
292200,275853,140000,292200,275853,140000
292200,275853,160000,292200,275853,160000
292200,275853,180000,292200,275853,180000
292200,275853,200000,292200,275853,200000
292200,275853,240000,292200,275853,240000
292200,275853,260000,292200,275853,260000
292200,295853,140000,292200,295853,140000
292200,295853,160000,292200,295853,160000
292200,295853,180000,292200,295853,180000
292200,295853,200000,292200,295853,200000
292200,295853,220000,292200,295853,220000
292200,295853,240000,292200,295853,240000
292200,315853,140000,292200,315853,140000
292200,315853,160000,292200,315853,160000
292200,315853,180000,292200,315853,180000
292200,315853,200000,292200,315853,200000
292200,315853,220000,292200,315853,220000
292200,315853,240000,292200,315853,240000
292200,335853,160000,292200,335853,160000
292200,335853,180000,292200,335853,180000
292200,335853,200000,292200,335853,200000
292200,335853,220000,292200,335853,220000
292200,335853,240000,292200,335853,240000
292200,355853,180000,292200,355853,180000
292200,355853,200000,292200,355853,200000
292200,355853,220000,292200,355853,220000
292200,355853,240000,292200,355853,240000
312200,175853,180000,312200,175853,180000
312200,175853,200000,312200,175853,200000
312200,175853,220000,312200,175853,220000
312200,195853,160000,312200,195853,160000
312200,195853,180000,312200,195853,180000
312200,195853,200000,312200,195853,200000
312200,195853,220000,312200,195853,220000
312200,195853,240000,312200,195853,240000
312200,195853,260000,312200,195853,260000
312200,215853,140000,312200,215853,140000
312200,215853,160000,312200,215853,160000
312200,215853,180000,312200,215853,180000
312200,215853,200000,312200,215853,200000
312200,215853,220000,312200,215853,220000
312200,215853,240000,312200,215853,240000
312200,215853,260000,312200,215853,260000
312200,235853,140000,312200,235853,140000
312200,235853,160000,312200,235853,160000
312200,235853,180000,312200,235853,180000
312200,235853,200000,312200,235853,200000
312200,235853,220000,312200,235853,220000
312200,235853,240000,312200,235853,240000
312200,235853,260000,312200,235853,260000
312200,255853,140000,312200,255853,140000
312200,255853,160000,312200,255853,160000
312200,255853,180000,312200,255853,180000
312200,255853,200000,312200,255853,200000
312200,255853,220000,312200,255853,220000
312200,255853,240000,312200,255853,240000
312200,255853,260000,312200,255853,260000
312200,275853,140000,312200,275853,140000
312200,275853,160000,312200,275853,160000
312200,275853,180000,312200,275853,180000
312200,275853,200000,312200,275853,200000
312200,275853,240000,312200,275853,240000
312200,295853,140000,312200,295853,140000
312200,295853,160000,312200,295853,160000
312200,295853,180000,312200,295853,180000
312200,295853,240000,312200,295853,240000
312200,315853,140000,312200,315853,140000
312200,315853,160000,312200,315853,160000
312200,315853,180000,312200,315853,180000
312200,315853,200000,312200,315853,200000
312200,315853,220000,312200,315853,220000
312200,315853,240000,312200,315853,240000
312200,335853,160000,312200,335853,160000
312200,335853,180000,312200,335853,180000
312200,335853,200000,312200,335853,200000
312200,335853,220000,312200,335853,220000
312200,335853,240000,312200,335853,240000
312200,355853,160000,312200,355853,160000
312200,355853,180000,312200,355853,180000
312200,355853,200000,312200,355853,200000
312200,355853,220000,312200,355853,220000
332200,135853,160000,332200,135853,160000
332200,135853,180000,332200,135853,180000
332200,155853,180000,332200,155853,180000
332200,175853,200000,332200,175853,200000
332200,175853,220000,332200,175853,220000
332200,195853,120000,332200,195853,120000
332200,195853,140000,332200,195853,140000
332200,195853,180000,332200,195853,180000
332200,195853,200000,332200,195853,200000
332200,195853,220000,332200,195853,220000
332200,195853,240000,332200,195853,240000
332200,215853,120000,332200,215853,120000
332200,215853,140000,332200,215853,140000
332200,215853,180000,332200,215853,180000
332200,215853,200000,332200,215853,200000
332200,215853,220000,332200,215853,220000
332200,215853,240000,332200,215853,240000
332200,215853,260000,332200,215853,260000
332200,235853,140000,332200,235853,140000
332200,235853,180000,332200,235853,180000
332200,235853,200000,332200,235853,200000
332200,235853,220000,332200,235853,220000
332200,235853,240000,332200,235853,240000
332200,235853,260000,332200,235853,260000
332200,255853,140000,332200,255853,140000
332200,255853,160000,332200,255853,160000
332200,255853,180000,332200,255853,180000
332200,255853,200000,332200,255853,200000
332200,255853,220000,332200,255853,220000
332200,255853,240000,332200,255853,240000
332200,255853,260000,332200,255853,260000
332200,275853,140000,332200,275853,140000
332200,275853,160000,332200,275853,160000
332200,275853,180000,332200,275853,180000
332200,275853,200000,332200,275853,200000
332200,275853,220000,332200,275853,220000
332200,275853,240000,332200,275853,240000
332200,295853,140000,332200,295853,140000
332200,295853,160000,332200,295853,160000
332200,295853,180000,332200,295853,180000
