flywire_x,flywire_y,flywire_z,mcns_x,mcns_y,mcns_z
572200.0,295853.0,160000.0,429731.386,285541.044,249920.851
572200.0,295853.0,200000.0,426340.34400000004,285073.38499999995,297717.34400000004
572200.0,335853.0,40000.0,433463.748,309064.476,125685.494
572200.0,335853.0,80000.0,432716.36,317077.50499999995,162152.502
572200.0,335853.0,120000.0,433737.68,327212.683,199699.654
572200.0,335853.0,160000.0,432960.11,331151.337,244270.597
572200.0,335853.0,200000.0,430617.893,331569.041,292373.53
572200.0,375853.0,120000.0,434566.196,375607.31,201114.339
612200.0,95853.0,80000.0,459487.022,54679.626,170065.671
612200.0,95853.0,120000.0,455661.78,53109.686,211219.55399999997
612200.0,95853.0,160000.0,453865.45999999996,52999.933,249656.91100000002
612200.0,135853.0,40000.0,468783.75,102476.096,123364.059
612200.0,135853.0,80000.0,464787.97400000005,101008.24,165664.612
612200.0,135853.0,120000.0,461946.891,98982.59199999999,207609.894
612200.0,135853.0,160000.0,460072.96,97082.65400000001,246807.71899999998
612200.0,135853.0,200000.0,458076.33800000005,96080.369,283429.29
612200.0,175853.0,40000.0,474322.845,142899.973,118723.457
612200.0,175853.0,80000.0,471668.494,144583.769,161110.439
612200.0,175853.0,120000.0,468677.013,143612.463,206094.224
612200.0,175853.0,160000.0,464810.744,141620.49899999998,248541.534
612200.0,175853.0,200000.0,461490.032,141247.703,285866.807
612200.0,215853.0,40000.0,479098.712,179860.9,118425.258
612200.0,215853.0,80000.0,478005.98600000003,185189.795,161355.236
612200.0,215853.0,120000.0,472901.32399999996,188855.57499999998,208375.739
612200.0,215853.0,160000.0,465866.31799999997,189465.83000000002,253505.993
612200.0,215853.0,200000.0,462380.489,189465.211,290731.647
612200.0,255853.0,40000.0,480271.359,218809.91700000002,120672.612
612200.0,255853.0,80000.0,479431.57,227638.15986505826,158516.73361930074
612200.0,255853.0,120000.0,473832.445,235218.136,206508.668
612200.0,255853.0,160000.0,466208.16500000004,236709.001,252715.361
612200.0,255853.0,200000.0,462990.045,235944.337,293724.287
612200.0,295853.0,40000.0,477626.442,261480.21399999998,123675.535
612200.0,295853.0,80000.0,476053.043,270561.812,161271.558
612200.0,295853.0,120000.0,472597.894,278669.321,202975.635
612200.0,295853.0,160000.0,467758.625,280528.569,248878.026
612200.0,295853.0,200000.0,465073.08,280043.151,294055.118
612200.0,335853.0,80000.0,472136.61000000004,314657.691,165279.345
612200.0,335853.0,120000.0,471289.559,322304.639,204273.90099999998
612200.0,335853.0,160000.0,470199.80600000004,325102.598,247900.888
652200.0,95853.0,120000.0,495624.367,48220.179000000004,212851.236
652200.0,95853.0,160000.0,493030.644,47977.14,250824.025
652200.0,135853.0,80000.0,507343.60500000004,94895.743,168075.83299999998
652200.0,135853.0,120000.0,502225.721,93056.636,209380.21699999998
652200.0,135853.0,160000.0,498336.158,92990.97600000001,246956.692
652200.0,135853.0,200000.0,496668.435,93357.143,282130.723
652200.0,175853.0,40000.0,518758.17400000006,141180.068,123533.198
652200.0,175853.0,80000.0,514611.483,139714.905,165314.842
652200.0,175853.0,120000.0,508626.72099999996,138395.944,207726.123
652200.0,175853.0,160000.0,503728.391,138195.967,247156.765
652200.0,175853.0,200000.0,502899.984,138777.234,283772.879
652200.0,215853.0,40000.0,522225.81200000003,180132.238,126880.20400000001
652200.0,215853.0,80000.0,518785.122,182453.62900000002,167004.864
652200.0,215853.0,120000.0,512417.17500000005,184598.331,209770.502
652200.0,215853.0,160000.0,508102.003,185589.935,252554.23200000002
652200.0,215853.0,200000.0,509335.686,186261.00199999998,290210.22699999996
652200.0,255853.0,40000.0,522010.74500000005,218799.547,130669.44
652200.0,255853.0,80000.0,518298.83600000007,225090.789,168368.734
652200.0,255853.0,120000.0,512874.61199999996,231154.51100000003,210411.926
652200.0,255853.0,160000.0,510686.064,233856.313,255641.323
652200.0,255853.0,200000.0,512390.187,234081.868,296338.73799999995
652200.0,295853.0,80000.0,515972.49199999997,269850.233,169153.878
652200.0,295853.0,120000.0,513836.099,276875.943,212349.885
652200.0,295853.0,160000.0,514001.47500000003,279850.57899999997,258533.93999999997
652200.0,295853.0,200000.0,513711.17500000005,279491.904,300817.91199999995
652200.0,335853.0,120000.0,513563.33800000005,322700.858,215389.129
652200.0,335853.0,160000.0,514287.5800000001,324743.116,260989.709
692200.0,135853.0,80000.0,549421.403,87835.348,167203.958
692200.0,135853.0,120000.0,543145.413,86788.889,207284.817
692200.0,135853.0,160000.0,538705.138,87261.475,245037.892
692200.0,175853.0,80000.0,555904.5129999999,133522.042,167497.502
692200.0,175853.0,120000.0,548956.956,133329.478,207139.58299999998
692200.0,175853.0,160000.0,544852.0190000001,134254.649,246173.54499999998
692200.0,175853.0,200000.0,546729.704,136434.191,285066.886
692200.0,215853.0,80000.0,558263.9820000001,178652.32,169295.81300000002
692200.0,215853.0,120000.0,552825.8690000001,181551.402,209120.375
692200.0,215853.0,160000.0,552694.799,183544.17799999999,251755.06
692200.0,215853.0,200000.0,556356.965,184969.552,292158.184
692200.0,255853.0,40000.0,562336.206,218142.939,133266.431
692200.0,255853.0,80000.0,558022.4550000001,223372.051,170733.394
692200.0,255853.0,120000.0,555507.507,229689.639,211861.607
692200.0,255853.0,160000.0,557865.136,233460.07,256835.755
692200.0,255853.0,200000.0,560191.0329999999,233911.434,299286.222
692200.0,255853.0,240000.0,561683.585,235145.624,338929.61000000004
692200.0,295853.0,80000.0,557951.698,271096.932,172766.18300000002
692200.0,295853.0,120000.0,558581.446,278789.131,216616.46099999998
692200.0,295853.0,160000.0,560515.073,281977.714,262127.722
692200.0,295853.0,200000.0,560459.412,280617.484,305289.672
692200.0,295853.0,240000.0,561730.644,281236.23600000003,345212.419
692200.0,335853.0,120000.0,556459.575,326507.93299999996,219160.481
692200.0,335853.0,160000.0,558017.6579999999,327705.31899999996,265874.692
692200.0,335853.0,200000.0,559326.136,325404.451,308988.107
732200.0,135853.0,160000.0,581995.432,81106.266,244540.85499999998
732200.0,175853.0,120000.0,590240.237,128096.14600000001,206784.72300000003
732200.0,175853.0,160000.0,589761.973,129481.67499999999,247478.64200000002
732200.0,175853.0,200000.0,591244.823,133131.826,289269.85000000003
732200.0,215853.0,80000.0,595707.953,174621.51700000002,167808.349
732200.0,215853.0,120000.0,594877.119,177659.854,208159.626
732200.0,215853.0,160000.0,596661.555,180057.92500000002,251419.859
732200.0,215853.0,200000.0,598440.387,182354.16900000002,294359.54099999997
732200.0,215853.0,240000.0,600963.8200000001,184881.26299999998,333800.655
732200.0,255853.0,80000.0,598175.259,221902.572,168813.04700000002
732200.0,255853.0,120000.0,598308.01,227473.827,209889.263
732200.0,255853.0,160000.0,599302.389,230740.201,254032.84300000002
732200.0,255853.0,200000.0,600196.325,231682.545,298041.88399999996
732200.0,255853.0,240000.0,603805.176,233059.731,338017.132
732200.0,295853.0,80000.0,599916.746,271192.07899999997,170684.41
732200.0,295853.0,120000.0,600422.2170000001,277988.974,212563.297
732200.0,295853.0,160000.0,600243.63,281106.9,257208.026
732200.0,295853.0,200000.0,601262.9920000001,280817.44200000004,301825.86500000005
732200.0,295853.0,240000.0,605298.3400000001,281174.86000000004,341254.056
732200.0,335853.0,80000.0,598249.1089999999,320675.79699999996,171108.634
732200.0,335853.0,120000.0,597659.741,326974.765,214434.749
732200.0,335853.0,160000.0,598352.858,328920.63,260375.39700000003
732200.0,335853.0,200000.0,601712.432,327858.186,303929.19299999997
732200.0,375853.0,120000.0,593698.8219999999,373638.006,215303.964
732200.0,375853.0,160000.0,594674.902,374490.35400000005,260673.389
732200.0,375853.0,200000.0,599150.5560000001,372956.439,303439.592
772200.0,175853.0,120000.0,628795.382,123692.296,205976.124
772200.0,175853.0,160000.0,631115.965,125159.969,246710.995
772200.0,175853.0,200000.0,633500.987,128899.848,288105.24600000004
772200.0,215853.0,120000.0,632226.1059999999,172650.395,208463.58000000002
772200.0,215853.0,160000.0,635084.208,175138.06600000002,251069.156
772200.0,215853.0,200000.0,639346.804,177901.84199999998,292462.837
772200.0,215853.0,240000.0,643857.595,180607.178,330516.5
772200.0,255853.0,120000.0,635387.153,222765.03600000002,210058.541
772200.0,255853.0,160000.0,637102.987,225773.31699999998,253551.63999999998
772200.0,255853.0,200000.0,641737.186,227679.687,295554.259
772200.0,255853.0,240000.0,647770.023,229596.69400000002,333445.953
772200.0,295853.0,80000.0,638041.635,268209.523,169658.476
772200.0,295853.0,120000.0,637827.635,272724.92699999997,211070.497
772200.0,295853.0,160000.0,638749.826,276095.3,254880.351
772200.0,295853.0,200000.0,643797.998,278275.731,297121.865
772200.0,295853.0,240000.0,650155.307,279586.543,334996.69899999996
772200.0,335853.0,120000.0,637695.272,321504.257,212407.227
772200.0,335853.0,160000.0,638869.228,324324.031,255641.169
772200.0,335853.0,200000.0,644840.156,326626.29600000003,297206.70999999996
772200.0,375853.0,120000.0,636909.741,369014.746,212596.441
772200.0,375853.0,160000.0,638063.132,370780.363,254432.406
772200.0,375853.0,200000.0,642776.946,371419.37799999997,295788.204
812200.0,175853.0,120000.0,665322.945,123157.588,206136.50100000002
812200.0,175853.0,200000.0,673860.937,126924.83799999999,280973.233
812200.0,215853.0,80000.0,666899.7829999999,168443.407,171222.236
812200.0,215853.0,120000.0,667899.097,170131.80399999997,208960.195
812200.0,215853.0,160000.0,672480.7829999999,172561.387,247025.667
812200.0,215853.0,200000.0,680262.4929999999,174874.83599999998,285159.05500000005
812200.0,255853.0,80000.0,670428.2,215574.439,173258.851
812200.0,255853.0,120000.0,671361.105,218328.53600000002,211485.75600000002
812200.0,255853.0,160000.0,675941.3130000001,221495.096,250355.37
812200.0,255853.0,200000.0,684800.332,223812.44799999997,289508.221
812200.0,255853.0,240000.0,692229.166,225930.384,327712.354
812200.0,295853.0,80000.0,673736.083,263819.06700000004,174736.704
812200.0,295853.0,120000.0,675517.136,267180.95499999996,212234.228
812200.0,295853.0,160000.0,679573.267,270628.324,250824.198
812200.0,295853.0,200000.0,686903.0360000001,273551.52900000004,290829.968
812200.0,335853.0,80000.0,676242.26,312083.924,175122.208
812200.0,335853.0,120000.0,678157.919,315416.52800000005,212077.914
812200.0,335853.0,160000.0,681342.844,318492.576,250295.672
812200.0,335853.0,200000.0,686920.6880000001,321509.635,290703.64999999997
812200.0,375853.0,80000.0,678003.005,359783.314,174512.643
812200.0,375853.0,120000.0,679179.548,362568.925,211459.37
812200.0,375853.0,160000.0,681635.3960000001,364711.78400000004,249772.022
812200.0,375853.0,200000.0,685633.084,366768.324,290161.747
852200.0,175853.0,160000.0,706990.6989999999,124846.628,242441.586
852200.0,215853.0,120000.0,704800.9110000001,169066.954,209136.867
852200.0,215853.0,160000.0,709924.142,171058.155,242970.667
852200.0,215853.0,200000.0,717608.615,172944.502,279191.59
852200.0,255853.0,80000.0,705918.903,213173.149,177048.376
852200.0,255853.0,120000.0,707435.2810000001,215161.923,211042.228
852200.0,255853.0,160000.0,713669.851,217775.91,244439.772
852200.0,255853.0,200000.0,722204.368,220188.145,281038.98500000004
852200.0,295853.0,80000.0,708591.187,260311.25600000002,179189.605
852200.0,295853.0,120000.0,711296.654,262741.463,212434.829
852200.0,295853.0,160000.0,717488.522,265400.522,245229.783
852200.0,295853.0,200000.0,724137.522,267798.432,282315.18999999994
852200.0,335853.0,80000.0,712025.664,307558.46400000004,179366.801
852200.0,335853.0,120000.0,714592.149,309947.445,212536.176
852200.0,335853.0,160000.0,719265.276,312470.354,246004.22499999998
852200.0,335853.0,200000.0,723851.369,314898.549,284036.195
852200.0,375853.0,120000.0,716847.466,356454.185,212431.901
449077.66554768407,95312.76239715234,90862.37102258204,315817.74577526015,66498.14729632567,167298.82472658323
502943.263097916,216150.16878458665,45248.08790699659,362100.77028389025,201469.05346527466,127555.5436647658
621486.0571926959,266283.1741949709,55129.031749420436,484072.32923379936,223557.59720725488,137935.30281693945
557572.6289339891,318008.3913461978,39567.23500602972,413074.6889754805,288426.26539557654,125682.49598886436
543886.3136367075,255853.00000000003,79409.29927272386,408966.31912160176,230214.5404241475,152214.71800000002
517304.78090925806,250438.2433332974,79409.29927272386,371309.14775771496,229722.28981808366,152214.71800000005
499829.88439399045,274312.39772739564,79409.29927272386,359987.3838182458,257534.44906069292,152214.71800000008
520385.985454467,209699.8674242015,124184.13015154282,387334.1198426683,191988.19649876686,209222.03468407932
519155.3589393072,201085.48181808356,108752.07365144,383985.4762640024,186668.89699620954,185893.1353964647
532200.0,204777.36136356267,108752.07365144,394477.8928104888,184436.80795352333,185932.09665563033
530230.9975757446,212407.24575755282,97184.18440893924,393584.9211895113,192241.99946357316,172101.26323698804
529256.4574380831,176168.24389363162,150670.7173186802,386336.6965698274,151238.8005408317,228955.4063925148
561928.2269186794,109016.50443198798,51449.87348193591,419809.7377821713,81339.2144797606,129594.6215585224
474971.22878776403,185944.13742430956,43642.65448487269,350816.94872723334,160622.73742430954,117906.77219701745
571698.4728793167,198250.4025759066,43642.65448487269,429084.7950913905,159884.3615152137,117906.77219701745
370733.668239689,157298.8858895612,112451.4930051749,218230.9712492623,143432.10902452137,178250.46827284707
477602.1374472949,345432.4355829862,151427.97838627806,351160.3741221602,363017.5804447547,221038.3670678788
570006.0896290245,348036.58343174047,147369.39420333732,431514.73747784353,348742.3128689025,229130.31448904917
641545.6733009968,156549.83714465526,42187.337395526025,507780.3433551019,129080.40637603097,127365.4857710957
678683.6231116771,152831.95751419125,72701.243877391,541907.2240861576,109895.3994605222,160913.53117802524
613614.9253942518,239287.66618823784,49400.69448119172,473609.71972856193,199818.06515353732,127370.0158266234
549422.8230247279,230482.89641877616,73090.19451123416,414101.4580881651,201735.05944500904,153207.7328851247
548906.7835125679,241573.2699768256,42391.91430092651,414343.5958310828,197034.89493267052,131200.34459024732
620852.8118630257,235049.1824967976,23859.704851529288,477703.0212273795,191862.44499539182,100941.5611771225
522733.5190547733,117689.58889865698,65782.97671959978,379160.2742694001,82052.60488168063,135560.2021803165
585412.6427372935,183416.96205913162,180924.2326221516,440010.84867408406,147582.09360542646,267049.1517322504
459942.06363267254,119282.65229451786,54077.97855143798,318720.1882895109,102063.90928324017,118264.77187425892
503835.8676263474,118057.77147421899,73560.21698546332,363525.41947010515,87984.59766162297,145401.92823881967
474520.8005658364,110153.72026385776,57703.24627939947,340081.41353315586,76195.46551318621,145179.91568125162
608206.6809619779,202724.17953063708,95592.16146684985,471794.69014821004,169225.1981245018,177023.39107029687
611692.8684599893,201071.53232930572,58364.89532235816,487169.67384450976,174256.45798118928,140797.5972796972
580582.6303126187,232780.35460025913,8651.341808450617,441700.2090825231,193084.74049595345,90917.31454636116
584292.4954376479,346645.2241446986,64901.31127500084,435323.594546785,325624.90359604073,151090.988452543
476322.4749719812,325642.1773544456,53308.510260594674,353967.5258006856,325328.1641355651,124384.43701005445
639528.608070234,186932.42598160473,65499.29908435351,500329.5059725276,155845.49929682983,144047.74312941794
539257.9237125702,306240.0391749914,58437.44513425098,393554.2095662606,283832.72456021304,134601.1351363701
514653.08612899506,267523.7906077397,87456.14121464199,362834.9991971532,246951.8226420343,163411.53717147463
540930.0617043168,272232.5716264644,82809.96099180328,409405.9213093673,248357.73727183702,163411.5371714746
525233.3885152433,300430.01404890046,89855.30023325332,386660.7342565738,278640.4808132463,166188.21856533445
513119.01315847924,249039.9994101211,110445.42629237156,375702.2050586525,237553.9161508395,189159.07624809863
513831.7194913294,250063.51734944308,122429.85579289064,373066.1151277726,240014.26675299433,205819.16461126154
541009.8848095816,233577.53670827736,111731.01536740737,397661.2797850338,215567.57779137694,194880.7625390329
